feature_id,layer_id,source_status,operational_status_code,operational_status_ar,evidence_type,evidence_reference,confidence,institutional_confirmation_required,notes
LY-FNB-CAF-TRI-00066,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00067,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00068,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00069,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00070,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00071,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00072,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00073,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00074,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00075,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00076,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00077,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00078,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00079,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00080,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00081,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00082,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00083,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00084,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00085,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00086,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00087,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00088,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00089,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00090,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00091,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00092,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00093,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00094,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00095,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00096,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00097,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00098,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00099,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00100,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00101,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00102,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00103,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00104,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00105,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00106,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00107,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00108,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00109,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00110,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00111,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00112,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00113,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00114,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00115,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00116,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00117,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00118,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00119,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00120,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00121,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00122,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00123,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00124,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00125,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00126,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00127,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00128,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00129,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00130,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00131,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00132,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00133,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00134,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00135,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00136,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00137,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00138,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00139,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00140,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00141,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00142,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00143,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00144,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00145,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00146,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00147,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00148,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00149,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00150,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00151,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00152,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00153,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00154,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00155,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00156,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00157,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00158,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00159,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00160,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00161,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00162,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00163,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00164,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00165,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00166,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00167,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00168,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00169,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00170,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00171,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00172,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00173,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00174,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00175,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00176,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00177,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00178,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00179,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00180,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00181,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00182,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00183,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00184,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00185,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00186,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00187,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00188,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00189,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00190,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00191,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00192,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00193,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00194,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00195,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00196,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00197,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00198,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00199,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00200,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00201,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00202,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00203,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00204,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00205,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00206,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00207,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00208,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00209,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00210,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00211,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00212,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00213,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00214,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00215,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00216,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00217,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00218,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00219,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00220,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00221,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00222,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00223,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00224,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00225,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00226,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00227,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00228,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00229,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00230,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00231,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
LY-FNB-CAF-TRI-00232,tripoliCafes,active,unknown,غير محدد,derived_from_existing_fields,data/incoming/tripoli-cafes.kml,high,true,Unknown does not mean closed.
