feature_id,name_ar,facility_type,city_ar,municipality_ar,classification,stars,candidate_count,possible_remote_reference,priority_for_future_collection,recommended_collection_method,notes
LY-ACC-RES-NAT-00060,استراحة نوفل,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-ZUW-00024,شاطئ بحر زوارة,review_required,زوارة,زوارة,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00061,المصيف المفتوح تليل,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00062,مصيف مارينا تليل العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00063,Lancaster Al Salam Resort - منتجع لانكستر السلام,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-SAB-00004,مصيف اللوتس العائلي صبراتة,family_resort,صبراتة,صبراتة,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00064,شاطئ تليل السياحي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00065,مصيف اللؤلؤة تليل,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-SAB-00005,مصيف النادي البحري العائلي صبراتة,beach_resort,صبراتة,صبراتة,منتجع شاطئي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00066,استراحات الفخامة صبراته,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00067,إستراحة الجوهرة - تليل,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00068,استراحة رويال,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00069,استراحة تليل,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00070,استراحة روندا,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-BAY-00003,استراحة البيضاء,review_required,البيضاء,البيضاء,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00071,إستراحة المنتزه تليل,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-SAB-00006,استراحة القمر المضيء صبراتة تليل,review_required,صبراتة,صبراتة,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00072,استراحه مرجان,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00073,استراحة ليالي تليل,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00074,استراحة ادم,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00075,إستراحة أبان,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00076,منتجع الفنار السياحي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00077,مجموعة استراحات الجرف,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00078,إستراحة بيت الفخامه,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00079,استراحة قورينا,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00080,استراحة اتار صبراته,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00081,استراحة ميار,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00082,استراحه فينيسيا صبراته,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00083,استراحة الزيتونة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-SAB-00007,Sabratha youth hostel _بيت شباب صبراتة,review_required,صبراتة,صبراتة,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00084,استراحة ومصيف باب البحر,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00085,مقسم استراحات بن سالم,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00086,إستراحة سوفانا,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00087,استراحة لازورد صبراته,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00088,استراحة مرجانة (الحرابي),review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00089,مصيف ليبيا العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00090,مصيف صرمان العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00091,استراحة مرمرة جوددائم,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00092,استراحة البحر الابيض. JUDDIAM,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00093,مشروع برج النصر الفندقي/ شركة الذابلة للاستثمار,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00094,مشروع لؤلؤة المدينة قرية النفط,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00095,مصيف شاطئ الرمال,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00096,مصيف نسيم البحر العائلى,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00097,مصيف جنى العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00098,مصيف وقرية بيلسان العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00099,مصيف جسر الطاقة العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00100,مصيف القلعة العائلي 32,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00101,مصيف اﻻمان والمرح العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00102,مصيف جيران البحر العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00103,ڤيلا لاڤيستا,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00104,Private house برايفت هاوس,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00105,ROYAL DYAR Resort Hotel,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00106,Cyrine Resort,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00107,استراحة القويعة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00108,Alameer Villa ڤيلا الأمير,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00109,Villa mfm,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00110,W استراحة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00111,استراحة السلام,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00112,استراحات ابناء يوسف منيصير,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00113,استراحات شاطئ غوط الرمان,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00114,A.G.S villa,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00115,استراحة فاميلي رست,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00116,استراحة بن طابون,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00117,إستراحة ليان للإيجار اليومي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00118,Villa SIMO,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00119,إستراحة ليان للإيجار اليومي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00120,استراحة هلا مدريد القره بوللي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00121,ليڤينت/Levent Family Resort,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00122,منتجع الماسة السياحي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00123,Compound Rawasi,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00124,استراحة فايف قولد ستار,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00125,استراحة زهرة القويعة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00126,The Twins استراحات التوأم,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00127,منتجع إيليت,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00128,شاليه شمس البحر القره بوللي,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00129,شاليه النورس,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00130,استراحة ديلان,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00131,Crown Beach Resort,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00132,Salem Elgamoudi Beach House,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00133,Bali s BEACH HOUSE,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00134,Alhady Elmelliti Beach House,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00135,Golden beach village,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00136,شاطي القره بوللي منطقة القويعة السياحية,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00137,منتجع كريستال السياحي 1,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00138,استراحة لابلازا -LA PLAZA,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00139,إستراحة القويعة العائلية,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00140,استراحة كازا دولتشي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00141,استراحات الدلفين الفاخرة 1 و 2 و 3 و4,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00142,استراحة ارام للاستجمام العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00143,Villa Lugano ڤيلا لوچانو,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00144,حلا البحر للعائلات,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00145,Villa Mia فيلا ميا,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00146,لمة العيلة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00147,استراحة نسائم البحر,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00148,Villa golden star,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00149,فيلا الصاري العائلية,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00150,بيت الصبار,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00151,فيلا الشاهين,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00152,Hesham Al Askari Marine Rest House,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00153,La Coral,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00154,استراحة شمس للعائلات,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00155,فيلا ملكة A,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00156,فيلا غسق,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00157,فيلا روعة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00158,شاليه قطر الندى,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00159,النوران العائلية,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00160,شاليه الدلفين,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00161,شاليه همام,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00162,Villa Mare ڤيلا ماري,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00163,فيلا كراون Villa Crown,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00164,فيلا سانتوريني,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00165,شاليه ماسة,accommodation_resort_other,,,منشأة سياحية أخرى,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00166,استراحة مارية العائلية,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00167,استراحة اللؤلؤة,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00168,استراحة روح البحر,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00169,Ataya Resort,tourist_resort,,,منتجع سياحي,,0,false,A,institutional or facility-provided image request,
LY-ACC-RES-NAT-00170,مقسم شاطئ النرجس السياحي,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00171,استراحة فرحات لاند,review_required,,,تحتاج مراجعة,,0,false,B,institutional or facility-provided image request,
LY-ACC-RES-NAT-00172,مصيف الامان فم الوادي العائلي,family_resort,,,منتجع عائلي,,0,false,B,institutional or facility-provided image request,
