feature_id,facility_name_ar,facility_type,city_ar,current_candidate_image_id,recommended_image_id,recommended_master_image_id,automatic_match_basis,technical_quality,shared_image_status,manual_visual_review_status,primary_suitability,rights_status,institutional_approval_status,recommendation_status,notes
LY-HOT-000402,اوكا لشقق الفندقيه vib,apartment_hotel,,IMG-62556205882AEEA0,IMG-62556205882AEEA0,IMG-0C9EAEDEE2B58063,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000404,إقامة قورينا الفاخرة,apartment_hotel,,IMG-1CE1F1A994793506,IMG-1CE1F1A994793506,IMG-04126E6080B045F0,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000405,أجنحة الفوانيس للشقق الفندقية,apartment_hotel,,IMG-04F9E0CDB205B35F,IMG-04F9E0CDB205B35F,IMG-5D78329B687890B1,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000406,بيت النوران للشقق الفندقية,apartment_hotel,,IMG-62C4E7036D00D879,IMG-62C4E7036D00D879,IMG-FC46269845F8CE10,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000407,بيوت العاصمة للشقق الفندقية,apartment_hotel,,IMG-D9EDED0098CA6015,IMG-D9EDED0098CA6015,IMG-A105AA72A1C35896,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000408,جواهر العاصمة للشقق الفندقية,hostel,,IMG-1841627598673B86,IMG-1841627598673B86,IMG-4EC27B635DB76293,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000409,جولايا للشقق الفندقية,apartment_hotel,,IMG-DE13875E15FF98C7,IMG-DE13875E15FF98C7,IMG-491C686DB6D65DE4,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000410,جوهرة السلام للشقق الفندقية,apartment_hotel,,IMG-B72D016B90536F00,IMG-B72D016B90536F00,IMG-F8219A12DC93F596,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000411,حدائق المشتل للشقق الفندقية,apartment_hotel,,IMG-176798488A35C25B,IMG-176798488A35C25B,IMG-BC60B14A0F88EEA4,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000412,دار الضيافة 2 للشقق الفندقية,apartment_hotel,,IMG-8C23E869CDE883F2,IMG-8C23E869CDE883F2,,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000413,شركة العميد لايجار الشقق الفندقية,apartment_hotel,,IMG-FD41C8ED19ACA6CA,IMG-FD41C8ED19ACA6CA,IMG-8DFBD08799490E77,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000414,شقق البرنس,apartment_hotel,,IMG-3859DF30E43751C6,IMG-3859DF30E43751C6,IMG-1A5188ACCF8A12DE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000415,شقق الرواد المفروشة,apartment_hotel,,IMG-7053C4C6903C739C,IMG-7053C4C6903C739C,IMG-7380249A8BF93BA4,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000416,شقق فيلا ليبيا الفندقية,apartment_hotel,,IMG-7A112E81106A3622,IMG-7A112E81106A3622,IMG-51291E43F2B090B3,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000417,فندق اكاكوس,hostel,,IMG-71F0147F76EA876C,IMG-71F0147F76EA876C,IMG-89E98DEB4DDDEFFE,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000418,فندق الاخوة,hostel,,IMG-0369D2CCBFEBB36D,IMG-0369D2CCBFEBB36D,IMG-FB3E8CA4F7E595E4,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000419,فندق الاصالة,hostel,,IMG-DC8036C639747547,IMG-DC8036C639747547,IMG-105BDC6F23C3BD0D,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000421,فندق البتراء,hostel,,IMG-D5C7DDCCE12EA1FE,IMG-D5C7DDCCE12EA1FE,IMG-86FE165F8F5ADA77,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000423,فندق البيت الراقي للشقق الفندقية,apartment_hotel,,IMG-CEB56CEBA46AE29E,IMG-CEB56CEBA46AE29E,IMG-DA49C17306783B4F,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000424,فندق التاج,hotel,,IMG-46821D9B585FFE64,IMG-46821D9B585FFE64,IMG-54088895E3542EC3,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000425,فندق التوفيق بلازا,hostel,,IMG-622D25A255534D5F,IMG-622D25A255534D5F,IMG-8A7CD6243BB292CF,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000432,فندق الدبلوماسي,hotel,,IMG-1B3C9820F53BEE88,IMG-1B3C9820F53BEE88,IMG-483CA60D335C3AB5,existing_link,low,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000434,فندق الديار,hotel,,IMG-9D2B03FE06D8CF71,IMG-9D2B03FE06D8CF71,IMG-CBB5E7BC1A652E66,existing_link,acceptable,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000444,فندق الريان,hotel,,IMG-4CAA6944989EC466,IMG-4CAA6944989EC466,IMG-2614A446FDF324E4,existing_link,high,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000445,فندق الزيتونة,hostel,,IMG-C2390CB8BDA7A88F,IMG-C2390CB8BDA7A88F,IMG-D23C714ED0FF8E33,existing_link,acceptable,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000446,فندق السرايا,hotel,,IMG-5F0B87CC56980023,IMG-5F0B87CC56980023,IMG-A9FE60CE8BAB8B94,existing_link,high,shared_case_requires_review,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,shared_image_conflict,
LY-HOT-000484,فندق المهاري رادسون بلو,resort,,IMG-5907F4EB5DA0B991,IMG-5907F4EB5DA0B991,IMG-D8ACC0812637695D,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000496,فندق اوال,hotel,,IMG-D2C42BD4A4895D81,IMG-D2C42BD4A4895D81,IMG-B69842C26D2B8DC4,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
LY-HOT-000569,لانكاستر برج الحياة (ماريوت سابقا),hotel,,IMG-C73E517BCA650C42,IMG-C73E517BCA650C42,IMG-CD983E0AAA414E3B,existing_link,thumbnail_only,not_shared_detected,not_individually_verified,cannot_determine,unknown,not_approved_batch_2a,ready_for_manual_review,
